drug_key,japanese_name,english_name,generic_name,synonyms,drug_class,domain,priority,gap_type,profile_path,pmda_product_level_verified,source_status,knowledge_layer_status,human_review_required,facility_confirmation_required,operator_side_required,source_ids,last_source_check_date,why,product_examples,efficacy_examples,efficacy_or_context_examples,why_added,safety_focus
indocyanine_green,インドシアニングリーン / ICG,indocyanine green,indocyanine green,ICG,,perioperative_visualization_contrast,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/indocyanine_green.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,ジアグノグリーン等,,脳血管手術の蛍光血管撮影,術中血管評価で重要。,ショック、過敏症、ヨード過敏確認、肝機能
fluorescein_sodium,フルオレセインナトリウム,fluorescein sodium,fluorescein sodium,fluorescein,,perioperative_visualization_contrast,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/fluorescein_sodium.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,フルオレサイト等,,腫瘍・血管可視化の施設使用文脈,国内適応・院内手順確認が必要。,アナフィラキシー、皮膚黄染、施設手順
iodinated_contrast_class,ヨード造影剤class,iodinated contrast media class,iodinated contrast media class,iodine contrast|CTA|DSA,,perioperative_visualization_contrast,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/iodinated_contrast_class.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,イオパミロン、オムニパーク等,,CTA/血管造影/CT造影,薬剤師RAGで腎機能・アレルギー・メトホルミン確認が必須。,腎機能、過敏症、甲状腺、メトホルミン、血管外漏出
gadolinium_contrast_class,ガドリニウム造影剤class,gadolinium contrast media class,gadolinium contrast media class,Gd contrast|GBCA,,perioperative_visualization_contrast,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/gadolinium_contrast_class.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,ガドビスト、マグネビスト等,,MRI造影,NSF・腎機能・線状/大環状の説明が必要。,eGFR、NSF、蓄積、妊娠授乳、過敏症
contrast_allergy_premed_note,造影剤アレルギー前投薬note,contrast allergy premedication note,contrast allergy premedication note,premedication,,perioperative_visualization_contrast,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/contrast_allergy_premed_note.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,ステロイド、抗ヒスタミン薬等,,造影剤過敏症既往への対応,造影可否判断と緊急対応をRAGで混同しない。,前投薬で完全予防不可、緊急対応、リスク層別化
metformin_iodinated_contrast_note,メトホルミンとヨード造影剤note,metformin iodinated contrast note,metformin iodinated contrast note,metformin contrast,,perioperative_visualization_contrast,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/metformin_iodinated_contrast_note.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,メトホルミン製剤,,ヨード造影時の乳酸アシドーシスリスク管理,脳外造影検査で薬剤師が確認すべき代表。,eGFR、AKI、休薬/再開、施設基準
gadolinium_nsf_macrocyclic_note,ガドリニウムNSF・大環状/線状note,gadolinium NSF macrocyclic linear note,gadolinium NSF macrocyclic linear note,NSF|macrocyclic|linear GBCA,,perioperative_visualization_contrast,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/perioperative_visualization_contrast/gadolinium_nsf_macrocyclic_note.md,false,unresolved_manual_review_required,procedure_safety_note_required,true,true,,,,,GBCA各種,,腎機能低下時MRI造影安全性,GBCAを一括扱いしないため。,eGFR、透析、線状/大環状、蓄積説明
baclofen,バクロフェン,baclofen,baclofen,Lioresal,,spasticity_functional_neurosurgery,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/baclofen.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,リオレサール等,,痙縮管理,脳卒中後痙縮・脊髄疾患で重要。,眠気、筋力低下、腎機能、離脱
intrathecal_baclofen_note,髄腔内バクロフェンnote,intrathecal baclofen note,intrathecal baclofen note,ITB|baclofen pump,,spasticity_functional_neurosurgery,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/intrathecal_baclofen_note.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,ギャバロン髄注等,,ITBポンプ管理,離脱・過量が生命危険。,離脱症候群、過量、ポンプトラブル、緊急対応
botulinum_toxin,ボツリヌス毒素製剤,botulinum toxin,botulinum toxin,BoNT|Botox,,spasticity_functional_neurosurgery,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/botulinum_toxin.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,ボトックス、ゼオマイン等,,脳卒中後痙縮、ジストニア,製剤単位換算禁止が重要。,製剤間単位換算禁止、嚥下障害、筋力低下、抗体
tizanidine,チザニジン,tizanidine,tizanidine,Ternelin,,spasticity_functional_neurosurgery,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/tizanidine.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,テルネリン等,,痙縮・筋緊張管理,中枢性筋弛緩薬として補完。,眠気、低血圧、肝障害、CYP1A2相互作用
dantrolene,ダントロレン,dantrolene,dantrolene,Dantrium,,spasticity_functional_neurosurgery,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/dantrolene.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,ダントリウム等,,痙縮、悪性症候群/悪性高熱文脈,重症神経・麻酔関連で出る。,肝障害、筋力低下、呼吸筋、悪性高熱
levodopa_carbidopa,レボドパ/カルビドパ,levodopa carbidopa,levodopa carbidopa,L-dopa|carbidopa,,spasticity_functional_neurosurgery,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/levodopa_carbidopa.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,メネシット等,,DBS周術期、パーキンソン病薬継続,中断リスクが高い。,悪性症候群様症状、嚥下不可時対応、幻覚
dopamine_agonists_context,ドパミンアゴニストDBS周術期note,dopamine agonists context,dopamine agonists context,pramipexole|ropinirole|rotigotine,,spasticity_functional_neurosurgery,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/dopamine_agonists_context.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,プラミペキソール、ロピニロール等,,DBS周術期・機能的脳外,中断・過量・精神症状リスク。,突発睡眠、幻覚、衝動制御障害、離脱
dbs_perioperative_antiparkinson_note,DBS周術期抗パーキンソン薬note,DBS perioperative antiparkinson medication note,DBS perioperative antiparkinson medication note,DBS|deep brain stimulation,,spasticity_functional_neurosurgery,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/spasticity_functional_neurosurgery/dbs_perioperative_antiparkinson_note.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,該当なし,,DBS術前後の薬剤調整,薬剤中断リスクをRAGが落とさないため。,中断、嚥下不可、悪性症候群様症状、神経内科連携
acetazolamide,アセタゾラミド,acetazolamide,acetazolamide,Diamox|IIH,,csf_iih,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/csf_iih/acetazolamide.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,ダイアモックス等,,特発性頭蓋内圧亢進症、髄液産生抑制文脈,ICP/CSF領域でV2に薄かった穴。,腎機能、低K/代謝性アシドーシス、尿路結石、サルファ過敏
isosorbide_oral,イソソルビド内用液,isosorbide,isosorbide,Isobide,,csf_iih,B,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/csf_iih/isosorbide_oral.md,false,unresolved_manual_review_required,active_profile_required,true,true,,,,,イソバイド等,,浸透圧利尿、脳圧/内耳系文脈,脳圧・浮腫関連で施設により出る。,脱水、電解質、腎機能、糖尿病
dexamethasone_tumor_edema_context,デキサメタゾン腫瘍浮腫文脈note,dexamethasone tumor edema context,dexamethasone tumor edema context,Decadron,,csf_iih,A,,02_DRUG_PROFILES_SAFE_KNOWLEDGE/csf_iih/dexamethasone_tumor_edema_context.md,false,unresolved_manual_review_required,context_note_required,true,true,,,,,デカドロン等,,脳腫瘍周辺浮腫、転移性脳腫瘍,既存ステロイドを腫瘍浮腫・感染補助・制吐・内分泌で分ける必要。,高血糖、感染、消化管、筋症、漸減、副腎抑制
